,YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,ConditionType,Category,Cause_of_Death,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Effect,ConsumptionPattern,Sex,AgeCategory,AgeGroup,LocationID,ConditionTypeID,CategoryID,Cause_of_DeathID,EffectID,ConsumptionID,SexID,AgeCategoryID,AgeGroupID,DataValueTypeID,DataValueUnitId
15347,2015,2019,HI,Hawaii,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,54,54.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,15,CHRONIC,CAT1,ALCLID,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
15393,2015,2019,HI,Hawaii,ARDI,Chronic,Cancer,"Cancer, breast (females only)",Alcohol-attributable deaths,5 years average,12,12.0,,,Harmful Effects,Any Alcohol Use,Female,Other,Overall,15,CHRONIC,CAT2,CANBRE,HARMEFF,ANYALC,GENF,OTH,Age0,AAD,5YEARSAVG
15394,2015,2019,HI,Hawaii,ARDI,Chronic,Cancer,"Cancer, breast (females only)",Alcohol-attributable deaths,5 years average,12,12.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,15,CHRONIC,CAT2,CANBRE,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
15402,2015,2019,HI,Hawaii,ARDI,Chronic,Cancer,"Cancer, colorectal",Alcohol-attributable deaths,5 years average,12,12.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,15,CHRONIC,CAT2,CANCOL,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
15403,2015,2019,HI,Hawaii,ARDI,Chronic,Cancer,"Cancer, colorectal",Alcohol-attributable deaths,5 years average,18,18.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,15,CHRONIC,CAT2,CANCOL,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
15426,2015,2019,HI,Hawaii,ARDI,Chronic,Cancer,"Cancer, liver",Alcohol-attributable deaths,5 years average,20,20.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,15,CHRONIC,CAT2,CANLIV,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
15427,2015,2019,HI,Hawaii,ARDI,Chronic,Cancer,"Cancer, liver",Alcohol-attributable deaths,5 years average,29,29.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,15,CHRONIC,CAT2,CANLIV,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
15434,2015,2019,HI,Hawaii,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",Alcohol-attributable deaths,5 years average,11,11.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,15,CHRONIC,CAT2,CANOCP,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
15435,2015,2019,HI,Hawaii,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",Alcohol-attributable deaths,5 years average,15,15.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,15,CHRONIC,CAT2,CANOCP,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
15482,2015,2019,HI,Hawaii,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,Alcohol-attributable deaths,5 years average,16,16.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,15,CHRONIC,CAT3,ISCHTD,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
15483,2015,2019,HI,Hawaii,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,Alcohol-attributable deaths,5 years average,21,21.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,15,CHRONIC,CAT3,ISCHTD,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
15495,2015,2019,HI,Hawaii,ARDI,Chronic,Heart Disease and Stroke,Hypertension,Alcohol-attributable deaths,5 years average,13,13.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,15,CHRONIC,CAT3,HYPERT,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
15496,2015,2019,HI,Hawaii,ARDI,Chronic,Heart Disease and Stroke,Hypertension,Alcohol-attributable deaths,5 years average,18,18.0,,,Harmful Effects,Any Alcohol Use,Female,Other,Overall,15,CHRONIC,CAT3,HYPERT,HARMEFF,ANYALC,GENF,OTH,Age0,AAD,5YEARSAVG
15497,2015,2019,HI,Hawaii,ARDI,Chronic,Heart Disease and Stroke,Hypertension,Alcohol-attributable deaths,5 years average,39,39.0,,,Harmful Effects,Any Alcohol Use,Male,Other,Overall,15,CHRONIC,CAT3,HYPERT,HARMEFF,ANYALC,GENM,OTH,Age0,AAD,5YEARSAVG
15498,2015,2019,HI,Hawaii,ARDI,Chronic,Heart Disease and Stroke,Hypertension,Alcohol-attributable deaths,5 years average,40,40.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,15,CHRONIC,CAT3,HYPERT,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
15499,2015,2019,HI,Hawaii,ARDI,Chronic,Heart Disease and Stroke,Hypertension,Alcohol-attributable deaths,5 years average,57,57.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,15,CHRONIC,CAT3,HYPERT,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
15504,2015,2019,HI,Hawaii,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",Alcohol-attributable deaths,5 years average,11,11.0,,,Harmful Effects,Any Alcohol Use,Female,Other,Overall,15,CHRONIC,CAT3,STRHEM,HARMEFF,ANYALC,GENF,OTH,Age0,AAD,5YEARSAVG
15505,2015,2019,HI,Hawaii,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",Alcohol-attributable deaths,5 years average,13,13.0,,,Harmful Effects,Any Alcohol Use,Male,Other,Overall,15,CHRONIC,CAT3,STRHEM,HARMEFF,ANYALC,GENM,OTH,Age0,AAD,5YEARSAVG
15506,2015,2019,HI,Hawaii,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",Alcohol-attributable deaths,5 years average,15,15.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,15,CHRONIC,CAT3,STRHEM,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
15507,2015,2019,HI,Hawaii,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",Alcohol-attributable deaths,5 years average,24,24.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,15,CHRONIC,CAT3,STRHEM,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
15559,2015,2019,HI,Hawaii,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",Alcohol-attributable deaths,5 years average,14,14.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,15,CHRONIC,CAT4,LIVCIR,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
15560,2015,2019,HI,Hawaii,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",Alcohol-attributable deaths,5 years average,17,17.0,,,Harmful Effects,Any Alcohol Use,Female,Other,Overall,15,CHRONIC,CAT4,LIVCIR,HARMEFF,ANYALC,GENF,OTH,Age0,AAD,5YEARSAVG
15561,2015,2019,HI,Hawaii,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",Alcohol-attributable deaths,5 years average,22,22.0,,,Harmful Effects,Any Alcohol Use,Male,Other,Overall,15,CHRONIC,CAT4,LIVCIR,HARMEFF,ANYALC,GENM,OTH,Age0,AAD,5YEARSAVG
15562,2015,2019,HI,Hawaii,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",Alcohol-attributable deaths,5 years average,22,22.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,15,CHRONIC,CAT4,LIVCIR,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
15563,2015,2019,HI,Hawaii,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",Alcohol-attributable deaths,5 years average,39,39.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,15,CHRONIC,CAT4,LIVCIR,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
15709,2015,2019,ID,Idaho,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,17,17.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,16,ACUTE,CAT6,OTHPOI,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
15710,2015,2019,ID,Idaho,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,18,18.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,20-34,16,ACUTE,CAT6,OTHPOI,HARMEFF,EXCSVE,GENALL,OTH,Age2,AAD,5YEARSAVG
15711,2015,2019,ID,Idaho,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,21,21.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49,16,ACUTE,CAT6,OTHPOI,HARMEFF,EXCSVE,GENALL,OTH,Age3,AAD,5YEARSAVG
15712,2015,2019,ID,Idaho,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,25,25.0,,,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall,16,ACUTE,CAT6,OTHPOI,HARMEFF,EXCSVE,GENF,OTH,Age0,AAD,5YEARSAVG
15713,2015,2019,ID,Idaho,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,36,36.0,,,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall,16,ACUTE,CAT6,OTHPOI,HARMEFF,EXCSVE,GENM,OTH,Age0,AAD,5YEARSAVG
15714,2015,2019,ID,Idaho,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,61,61.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,16,ACUTE,CAT6,OTHPOI,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
15720,2015,2019,ID,Idaho,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,15,15.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,16,ACUTE,CAT7,MTVTRA,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
15721,2015,2019,ID,Idaho,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,17,17.0,,,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall,16,ACUTE,CAT7,MTVTRA,HARMEFF,EXCSVE,GENF,OTH,Age0,AAD,5YEARSAVG
15722,2015,2019,ID,Idaho,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,20,20.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49,16,ACUTE,CAT7,MTVTRA,HARMEFF,EXCSVE,GENALL,OTH,Age3,AAD,5YEARSAVG
15723,2015,2019,ID,Idaho,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,25,25.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,20-34,16,ACUTE,CAT7,MTVTRA,HARMEFF,EXCSVE,GENALL,OTH,Age2,AAD,5YEARSAVG
15724,2015,2019,ID,Idaho,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,55,55.0,,,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall,16,ACUTE,CAT7,MTVTRA,HARMEFF,EXCSVE,GENM,OTH,Age0,AAD,5YEARSAVG
15725,2015,2019,ID,Idaho,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,72,72.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,16,ACUTE,CAT7,MTVTRA,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
15780,2015,2019,ID,Idaho,ARDI,Acute,Other Acute Causes,Fall injuries,Alcohol-attributable deaths,5 years average,13,13.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,16,ACUTE,CAT9,FALLIN,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
15813,2015,2019,ID,Idaho,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,16,16.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,16,ACUTE,CAT9,HOMICI,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
15874,2015,2019,ID,Idaho,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,17,17.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,16,ACUTE,CAT8,SUICID,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
15875,2015,2019,ID,Idaho,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,19,19.0,,,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall,16,ACUTE,CAT8,SUICID,HARMEFF,EXCSVE,GENF,OTH,Age0,AAD,5YEARSAVG
15876,2015,2019,ID,Idaho,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,22,22.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,16,ACUTE,CAT8,SUICID,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
15877,2015,2019,ID,Idaho,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,23,23.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49,16,ACUTE,CAT8,SUICID,HARMEFF,EXCSVE,GENALL,OTH,Age3,AAD,5YEARSAVG
15878,2015,2019,ID,Idaho,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,70,70.0,,,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall,16,ACUTE,CAT8,SUICID,HARMEFF,EXCSVE,GENM,OTH,Age0,AAD,5YEARSAVG
15879,2015,2019,ID,Idaho,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,89,89.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,16,ACUTE,CAT8,SUICID,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
15900,2015,2019,ID,Idaho,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,Alcohol-attributable deaths,5 years average,14,14.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,16,CHRONIC,CAT1,ALCABU,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
15901,2015,2019,ID,Idaho,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,Alcohol-attributable deaths,5 years average,30,30.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,16,CHRONIC,CAT1,ALCABU,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
15922,2015,2019,ID,Idaho,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,Alcohol-attributable deaths,5 years average,10,10.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,16,CHRONIC,CAT1,ALCDSY,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
15923,2015,2019,ID,Idaho,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,Alcohol-attributable deaths,5 years average,19,19.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,16,CHRONIC,CAT1,ALCDSY,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
15973,2015,2019,ID,Idaho,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,107,107.0,,,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall,16,CHRONIC,CAT1,ALCLID,HARMEFF,EXCSVE,GENM,OTH,Age0,AAD,5YEARSAVG
15974,2015,2019,ID,Idaho,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,164,164.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,16,CHRONIC,CAT1,ALCLID,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
15975,2015,2019,ID,Idaho,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,31,31.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49,16,CHRONIC,CAT1,ALCLID,HARMEFF,EXCSVE,GENALL,OTH,Age3,AAD,5YEARSAVG
15976,2015,2019,ID,Idaho,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,40,40.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,16,CHRONIC,CAT1,ALCLID,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
15977,2015,2019,ID,Idaho,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,57,57.0,,,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall,16,CHRONIC,CAT1,ALCLID,HARMEFF,EXCSVE,GENF,OTH,Age0,AAD,5YEARSAVG
15978,2015,2019,ID,Idaho,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,87,87.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,16,CHRONIC,CAT1,ALCLID,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
16000,2015,2019,ID,Idaho,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic psychosis,Alcohol-attributable deaths,5 years average,15,15.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,16,CHRONIC,CAT1,ALCPSY,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
16055,2015,2019,ID,Idaho,ARDI,Chronic,Cancer,"Cancer, colorectal",Alcohol-attributable deaths,5 years average,11,11.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,16,CHRONIC,CAT2,CANCOL,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
16087,2015,2019,ID,Idaho,ARDI,Chronic,Cancer,"Cancer, liver",Alcohol-attributable deaths,5 years average,13,13.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,16,CHRONIC,CAT2,CANLIV,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
16088,2015,2019,ID,Idaho,ARDI,Chronic,Cancer,"Cancer, liver",Alcohol-attributable deaths,5 years average,19,19.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,16,CHRONIC,CAT2,CANLIV,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
16153,2015,2019,ID,Idaho,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,Alcohol-attributable deaths,5 years average,30,30.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,16,CHRONIC,CAT3,ISCHTD,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
16154,2015,2019,ID,Idaho,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,Alcohol-attributable deaths,5 years average,38,38.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,16,CHRONIC,CAT3,ISCHTD,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
16162,2015,2019,ID,Idaho,ARDI,Chronic,Heart Disease and Stroke,Hypertension,Alcohol-attributable deaths,5 years average,15,15.0,,,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall,16,CHRONIC,CAT3,HYPERT,HARMEFF,EXCSVE,GENM,OTH,Age0,AAD,5YEARSAVG
16163,2015,2019,ID,Idaho,ARDI,Chronic,Heart Disease and Stroke,Hypertension,Alcohol-attributable deaths,5 years average,23,23.0,,,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall,16,CHRONIC,CAT3,HYPERT,HARMEFF,EXCSVE,GENF,OTH,Age0,AAD,5YEARSAVG
16164,2015,2019,ID,Idaho,ARDI,Chronic,Heart Disease and Stroke,Hypertension,Alcohol-attributable deaths,5 years average,32,32.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,16,CHRONIC,CAT3,HYPERT,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
16165,2015,2019,ID,Idaho,ARDI,Chronic,Heart Disease and Stroke,Hypertension,Alcohol-attributable deaths,5 years average,37,37.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,16,CHRONIC,CAT3,HYPERT,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
16176,2015,2019,ID,Idaho,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",Alcohol-attributable deaths,5 years average,11,11.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,16,CHRONIC,CAT3,STRHEM,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
16238,2015,2019,ID,Idaho,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",Alcohol-attributable deaths,5 years average,12,12.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,16,CHRONIC,CAT4,LIVCIR,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
16239,2015,2019,ID,Idaho,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",Alcohol-attributable deaths,5 years average,18,18.0,,,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall,16,CHRONIC,CAT4,LIVCIR,HARMEFF,EXCSVE,GENF,OTH,Age0,AAD,5YEARSAVG
16240,2015,2019,ID,Idaho,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",Alcohol-attributable deaths,5 years average,18,18.0,,,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall,16,CHRONIC,CAT4,LIVCIR,HARMEFF,EXCSVE,GENM,OTH,Age0,AAD,5YEARSAVG
16241,2015,2019,ID,Idaho,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",Alcohol-attributable deaths,5 years average,22,22.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,16,CHRONIC,CAT4,LIVCIR,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
16242,2015,2019,ID,Idaho,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",Alcohol-attributable deaths,5 years average,36,36.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,16,CHRONIC,CAT4,LIVCIR,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
16296,2015,2019,NH,New Hampshire,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,Alcohol-attributable deaths,5 years average,10,10.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,33,CHRONIC,CAT1,ALCDSY,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
16353,2015,2019,ID,Idaho,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,17,17.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,16,ACUTE,CAT6,OTHPOI,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
16354,2015,2019,ID,Idaho,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,18,18.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,20-34,16,ACUTE,CAT6,OTHPOI,HARMEFF,ANYALC,GENALL,OTH,Age2,AAD,5YEARSAVG
16355,2015,2019,ID,Idaho,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,21,21.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,16,ACUTE,CAT6,OTHPOI,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
16356,2015,2019,ID,Idaho,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,25,25.0,,,Harmful Effects,Any Alcohol Use,Female,Other,Overall,16,ACUTE,CAT6,OTHPOI,HARMEFF,ANYALC,GENF,OTH,Age0,AAD,5YEARSAVG
16357,2015,2019,ID,Idaho,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,36,36.0,,,Harmful Effects,Any Alcohol Use,Male,Other,Overall,16,ACUTE,CAT6,OTHPOI,HARMEFF,ANYALC,GENM,OTH,Age0,AAD,5YEARSAVG
16358,2015,2019,ID,Idaho,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,61,61.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,16,ACUTE,CAT6,OTHPOI,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
16361,2015,2019,ID,Idaho,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,15,15.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,16,ACUTE,CAT7,MTVTRA,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
16362,2015,2019,ID,Idaho,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,17,17.0,,,Harmful Effects,Any Alcohol Use,Female,Other,Overall,16,ACUTE,CAT7,MTVTRA,HARMEFF,ANYALC,GENF,OTH,Age0,AAD,5YEARSAVG
16363,2015,2019,ID,Idaho,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,20,20.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,16,ACUTE,CAT7,MTVTRA,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
16364,2015,2019,ID,Idaho,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,25,25.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,20-34,16,ACUTE,CAT7,MTVTRA,HARMEFF,ANYALC,GENALL,OTH,Age2,AAD,5YEARSAVG
16365,2015,2019,ID,Idaho,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,55,55.0,,,Harmful Effects,Any Alcohol Use,Male,Other,Overall,16,ACUTE,CAT7,MTVTRA,HARMEFF,ANYALC,GENM,OTH,Age0,AAD,5YEARSAVG
